,Lisa,Ole
0.0,-0.030217714754384877,-0.16473876801940657
0.1,-0.025857455226542744,-0.15252013280208365
0.2,-0.021497195698700615,-0.14722114493231553
0.30000000000000004,-0.017136936170858486,-0.14389665797663112
0.4,-0.012776676643016356,-0.1405721710209467
0.5,-0.00841641711517423,-0.1372476840652623
0.6000000000000001,-0.009727758601517027,-0.1339231971095779
0.7000000000000001,-0.013832575214249116,-0.13059871015389352
0.8,-0.017937391826981206,-0.12725828944254666
0.9,-0.022042208439713294,-0.12381489386251582
1.0,-0.026147025052445386,-0.12037149828248496
1.1,-0.030251841665177477,-0.11692810270245409
1.2000000000000002,-0.03386186375064075,-0.11348470712242323
1.3,-0.0214735294544176,-0.11004131154239238
1.4000000000000001,-0.00908519515819442,-0.10659791596236151
1.5,0.003303139138028731,-0.10695436322790255
1.6,0.01569147343425191,-0.1112657489653649
1.7000000000000002,0.02807980773047509,-0.11557713470282723
1.8,0.04014807964233398,-0.11988852044028955
1.9000000000000001,0.05064255367604696,-0.1241999061777519
2.0,0.06113702770975993,-0.1285112919152142
2.1,0.07163150174347291,-0.13282267765267655
2.2,0.08212597577718589,-0.13468596285341955
2.3000000000000003,0.09262044981089887,-0.1336287070629887
2.4000000000000004,0.10029628528102483,-0.13257145127255787
2.5,0.10166895166558909,-0.13151419548212706
2.6,0.10304161805015334,-0.13045693969169622
2.7,0.1044142844347176,-0.12939968390126538
2.8000000000000003,0.10578695081928187,-0.12834242811083454
2.9000000000000004,0.10715961720384613,-0.12630446886687807
3.0,0.1036327743775644,-0.12286107328684724
3.1,0.0940933935219376,-0.1194176777068164
3.2,0.08455401266631081,-0.11597428212678555
3.3000000000000003,0.07501463181068402,-0.11253088654675471
3.4000000000000004,0.06547525095505721,-0.10908749096672386
3.5,0.05593587009943047,-0.10564409538669303
3.6,0.04795041752723311,-0.10233642219994792
3.7,0.046259159315188446,-0.09906997889277981
3.8000000000000003,0.04456790110314378,-0.09580353558561171
3.9000000000000004,0.04287664289109911,-0.0925370922784436
4.0,0.04118538467905445,-0.08927064897127551
4.1000000000000005,0.039494126467009776,-0.0860042056641074
4.2,0.03422814103763173,-0.08282001811337725
4.3,0.021960766797973635,-0.08022232079350955
4.4,0.009693392558315427,-0.07762462347364181
4.5,-0.002573981681342666,-0.0750269261537741
4.6000000000000005,-0.014841355921000873,-0.07242922883390636
4.7,-0.02710873016065897,-0.06983153151403865
4.800000000000001,-0.03937610440031718,-0.06723383419417092
4.9,-0.05076315319530335,-0.06689613354258817
5.0,-0.06176750671089848,-0.06689613354258817
5.1000000000000005,-0.0727718602264937,-0.06689613354258817
5.2,-0.08377621374208884,-0.06689613354258817
5.300000000000001,-0.09478056725768406,-0.06689613354258817
5.4,-0.1057849207732792,-0.06689613354258817
5.5,-0.11647388710011641,-0.06632987618433016
5.6000000000000005,-0.1219451320410122,-0.06382431265221512
5.7,-0.12741637698190794,-0.0613187491201001
5.800000000000001,-0.13288762192280373,-0.05881318558798507
5.9,-0.1383588668636995,-0.05630762205587006
6.0,-0.14383011180459523,-0.05380205852375504
6.1000000000000005,-0.14930135674549103,-0.051296494991640004
6.2,-0.15470518270352948,-0.04946005901737838
6.300000000000001,-0.15758338984222303,-0.0481041991929152
6.4,-0.16046159698091658,-0.04674833936845203
6.5,-0.1633398041196101,-0.04539247954398887
6.6000000000000005,-0.16621801125830368,-0.04403661971952569
6.7,-0.16909621839699723,-0.04268075989506252
6.800000000000001,-0.17197442553569078,-0.04086328987010867
6.9,-0.17485263267438433,-0.038100081873417894
7.0,-0.16985596866103417,-0.035336873876727126
7.1000000000000005,-0.16482767865912176,-0.03257366588003633
7.2,-0.15979938865720938,-0.029810457883345562
7.300000000000001,-0.15477109865529698,-0.027047249886654766
7.4,-0.1497428086533846,-0.024960849723517083
7.5,-0.14471451865147222,-0.03134369353159487
7.6000000000000005,-0.13968622864955982,-0.03772653733967271
7.7,-0.14158575869007403,-0.044109381147750495
7.800000000000001,-0.1437365568150286,-0.050492224955828335
7.9,-0.14588735493998314,-0.05687506876390612
8.0,-0.1480381530649377,-0.0632579125719839
8.1,-0.15018895118989223,-0.06985138076966335
8.200000000000001,-0.1523397493148468,-0.0767240487396056
8.3,-0.15449054743980137,-0.08359671670954771
8.4,-0.14695749987735965,-0.09046938467948984
8.5,-0.1387512437911953,-0.09734205264943195
8.6,-0.13054498770503098,-0.10421472061937406
8.700000000000001,-0.12233873161886648,-0.1110873885893163
8.8,-0.11413247553270214,-0.13245352549357328
8.9,-0.1059262194465378,-0.157765721369768
9.0,-0.09977134995225524,-0.1830779172459627
9.1,-0.0985425992806542,-0.20839011312215738
9.200000000000001,-0.09731384860905314,-0.23370230899835254
9.3,-0.09608509793745208,-0.25901450487454725
9.4,-0.09485634726585104,-0.28432670075074196
9.5,-0.09362759659424999,-0.30963889662693667
9.600000000000001,-0.09239884592264892,-0.32703561488409805
9.700000000000001,-0.09197369819027504,-0.3387239250132467
9.8,-0.09197369819027504,-0.35041223514239533
9.9,-0.09197369819027504,-0.36210054527154395
10.0,-0.09197369819027504,-0.37378885540069257
10.100000000000001,-0.09197369819027504,-0.3854771655298414
10.200000000000001,-0.09197369819027504,-0.39716547565899
10.3,-0.09196332920166166,-0.40885378578813864
10.4,-0.08850699966389965,-0.42054209591728725
10.5,-0.08505067012613764,-0.4123967752857917
10.600000000000001,-0.08159434058837557,-0.4037637424224777
10.700000000000001,-0.07813801105061356,-0.39513070955916385
10.8,-0.07468168151285155,-0.38649767669585
10.9,-0.07122535197508956,-0.37786464383253615
11.0,-0.06948467499141905,-0.3692316109692223
11.100000000000001,-0.07075466102966663,-0.3605985781059083
11.200000000000001,-0.07202464706791417,-0.3519655452425944
11.3,-0.07329463310616172,-0.3468595611523352
11.4,-0.07456461914440926,-0.3474838741500571
11.5,-0.07583460518265682,-0.3481081871477791
11.600000000000001,-0.07710459122090439,-0.348732500145501
11.700000000000001,-0.07903604925433133,-0.3493568131432229
11.8,-0.08122220149088823,-0.3499811261409449
11.9,-0.08340835372744512,-0.3506054391386668
12.0,-0.08559450596400202,-0.35122975213638874
12.100000000000001,-0.08778065820055896,-0.35152362469356396
12.200000000000001,-0.08996681043711585,-0.3502704351881803
12.3,-0.09189734487060987,-0.3490172456827966
12.4,-0.09096620682591293,-0.3477640561774129
12.5,-0.09003506878121599,-0.3465108666720292
12.600000000000001,-0.08910393073651904,-0.34525767716664546
12.700000000000001,-0.0881727926918221,-0.3440044876612618
12.8,-0.08724165464712516,-0.34275129815587807
12.9,-0.08631051660242822,-0.3414981086504944
13.0,-0.08674258320148041,-0.3374986871401588
13.100000000000001,-0.08890261214941167,-0.33338781604793655
13.200000000000001,-0.09106264109734287,-0.3292769449557144
13.3,-0.09322267004527408,-0.3251660738634922
13.4,-0.0953826989932053,-0.32105520277127003
13.5,-0.0975427279411365,-0.3169443316790479
13.600000000000001,-0.09970275688906775,-0.31283346058682565
13.700000000000001,-0.09218422587135704,-0.3079988104302081
13.8,-0.08226115873234507,-0.2989305484859641
13.9,-0.07233809159333313,-0.28986228654172014
14.0,-0.062415024454321164,-0.2807940245974761
14.100000000000001,-0.05249195731530903,-0.27172576265323195
14.200000000000001,-0.04256889017629707,-0.26265750070898797
14.3,-0.03423351377952757,-0.25358923876474393
14.4,-0.03423351377952757,-0.24452097682049995
14.5,-0.03423351377952757,-0.2424287970112142
14.600000000000001,-0.03423351377952757,-0.24302269868879614
14.700000000000001,-0.03423351377952757,-0.2436166003663781
14.8,-0.03423351377952757,-0.24421050204396005
14.9,-0.03423351377952757,-0.24480440372154202
15.0,-0.031604611033589025,-0.24539830539912397
15.100000000000001,-0.028715706917173154,-0.24599220707670594
15.200000000000001,-0.02582680280075733,-0.2465861087542879
15.3,-0.022937898684341512,-0.24276835489637616
15.4,-0.020048994567925686,-0.23849824826580657
15.5,-0.017160090451509867,-0.234228141635237
15.600000000000001,-0.013476402353571983,-0.22995803500466735
15.700000000000001,-0.009383280083335046,-0.2256879283740978
15.8,-0.00529015781309811,-0.2214178217435282
15.9,-0.0011970355428611718,-0.21714771511295863
16.0,0.002896086727375763,-0.20921840943915876
16.1,0.006989208997612774,-0.2007567804223002
16.2,0.0094082442593227,-0.19229515140544193
16.3,0.0094082442593227,-0.18383352238858333
16.400000000000002,0.0094082442593227,-0.17537189337172476
16.5,0.0094082442593227,-0.16691026435486647
16.6,0.0094082442593227,-0.1584486353380079
16.7,0.0094082442593227,-0.15266245617491833
16.8,0.009896228445224078,-0.1474281490564538
16.900000000000002,0.012965311375421075,-0.14219384193798928
17.0,0.016034394305617962,-0.13695953481952494
17.1,0.01910347723581496,-0.13172522770106043
17.2,0.022172560166011848,-0.1264909205825961
17.3,0.02524164309620884,-0.12125661346413155
17.400000000000002,0.028310726026405837,-0.1147851160462868
17.5,0.025805908478997074,-0.10799459471476565
17.6,0.022736334495531228,-0.10120407338324425
17.7,0.019666760512065493,-0.09441355205172311
17.8,0.016597186528599647,-0.08762303072020171
17.900000000000002,0.013527612545133802,-0.08083250938868032
18.0,0.010458038561668069,-0.07556657319029082
18.1,0.01156207858913043,-0.07887264214440942
18.2,0.014835383041725724,-0.08217871109852791
18.3,0.018108687494321134,-0.08548478005264652
18.400000000000002,0.021381991946916545,-0.08879084900676512
18.5,0.02465529639951184,-0.09209691796088362
18.6,0.02792860085210725,-0.09540298691500222
18.7,0.032384876344805885,-0.09525217540434588
18.8,0.03714246064696631,-0.09173993969421411
18.900000000000002,0.04190004494912673,-0.08822770398408235
19.0,0.04665762925128698,-0.08471546827395071
19.1,0.051415213553447414,-0.08120323256381894
19.200000000000003,0.05617279785560783,-0.07769099685368717
