,Lisa,Ole
0.0,0.10782509012757274,0.24556673289487665
0.1,0.0930172341389183,0.2477435596360126
0.2,0.07820937815026387,0.24992729829585406
0.30000000000000004,0.06340152216160941,0.25213642372252976
0.4,0.055556523809284226,0.25434554914920543
0.5,0.05068141765847457,0.25655467457588105
0.6000000000000001,0.04580631150766491,0.2587638000025567
0.7000000000000001,0.040931205356855266,0.2609729254292324
0.8,0.036056099206045605,0.2615384615384614
0.9,0.031180993055235955,0.2615384615384614
1.0,0.0263058869044263,0.2615384615384614
1.1,0.0246824765562067,0.2615384615384614
1.2000000000000002,0.0246824765562067,0.2615384615384614
1.3,0.0246824765562067,0.260336821282457
1.4000000000000001,0.0246824765562067,0.2559512729028791
1.5,0.0246824765562067,0.2515657245233012
1.6,0.0246824765562067,0.24718017614372328
1.7000000000000002,0.023941789620770912,0.2427946277641454
1.8,-0.008261990180785508,0.23840907938456748
1.9000000000000001,-0.040465769982342,0.2359365673406622
2.0,-0.07266954978389842,0.2339333805248111
2.1,-0.10487332958545492,0.23193019370896
2.2,-0.1370771093870114,0.22992700689310894
2.3000000000000003,-0.1692808891885679,0.22792382007725784
2.4000000000000004,-0.2014846689901244,0.22592063326140674
2.5,-0.23368844879168077,0.22183835795069073
2.6,-0.2512459119505437,0.2176304113311653
2.7,-0.24922932576449855,0.2134224647116399
2.8000000000000003,-0.2472127395784534,0.20921451809211444
2.9000000000000004,-0.24519615339240827,0.20500657147258902
3.0,-0.24317956720636316,0.20098941105910287
3.1,-0.24116298102031802,0.1971772864438083
3.2,-0.23914639483427289,0.19336516182851374
3.3000000000000003,-0.23712980864822775,0.18955303721321917
3.4000000000000004,-0.23543826930363906,0.18574091259792458
3.5,-0.2349477246267791,0.18192878798263004
3.6,-0.2344571799499191,0.17621552316625852
3.7,-0.2339666352730591,0.16934690305084027
3.8000000000000003,-0.23347609059619912,0.16247828293542202
3.9000000000000004,-0.23298554591933915,0.15560966282000374
4.0,-0.23249500124247915,0.14874104270458552
4.1000000000000005,-0.23200445656561916,0.14187242258916724
4.2,-0.2315139118887592,0.1263626600216143
4.3,-0.23473281061035794,0.1081539579480141
4.4,-0.2402446015297095,0.08994525587441374
4.5,-0.24575639244906097,0.07173655380081352
4.6000000000000005,-0.2512681833684125,0.05352785172721315
4.7,-0.256779974287764,0.03531914965361295
4.800000000000001,-0.26229176520711556,0.015088277131620415
4.9,-0.26780355612646706,-0.007077705662903656
5.0,-0.2733153470458185,-0.029243688457427728
5.1000000000000005,-0.278113411127468,-0.05140967125195199
5.2,-0.2525936004076119,-0.07357565404647606
5.300000000000001,-0.22707378968775563,-0.09574163684100033
5.4,-0.20155397896789953,-0.1179076196355244
5.5,-0.17603416824804344,-0.13611541559406098
5.6000000000000005,-0.15051435752818712,-0.15005231972748856
5.7,-0.12499454680833105,-0.163989223860916
5.800000000000001,-0.09947473608847474,-0.17792612799434354
5.9,-0.09441921988212136,-0.191863032127771
6.0,-0.10364354246192946,-0.2057999362611984
6.1000000000000005,-0.11286786504173764,-0.219736840394626
6.2,-0.12209218762154572,-0.23367374452805345
6.300000000000001,-0.1313165102013539,-0.2401738920186301
6.4,-0.140540832781162,-0.24284298305682905
6.5,-0.1497651553609701,-0.24551207409502804
6.6000000000000005,-0.15898947794077828,-0.24818116513322702
6.7,-0.1555479428821389,-0.250850256171426
6.800000000000001,-0.1484292233478212,-0.253519347209625
6.9,-0.14131050381350355,-0.25618843824782395
7.0,-0.13419178427918588,-0.2588575292860229
7.1000000000000005,-0.12707306474486818,-0.2593629202800583
7.2,-0.11995434521055051,-0.2573180678669206
7.300000000000001,-0.11283562567623279,-0.25527321545378284
7.4,-0.10522862652243054,-0.2532283630406451
7.5,-0.096714822361014,-0.2511835106275074
7.6000000000000005,-0.0882010181995974,-0.24913865821436962
7.7,-0.07968721403818087,-0.24709380580123189
7.800000000000001,-0.07117340987676427,-0.24504895338809413
