,Lisa,Ole
0.0,82.0,203.2
0.1,91.86666666666675,207.0
0.2,73.89999999999974,198.00000000000006
0.30000000000000004,66.0,197.2000000000002
0.4,78.39999999999974,199.9
0.5,89.9,199.0
0.6000000000000001,87.33333333333313,197.59999999999994
0.7000000000000001,84.0,205.60000000000036
0.8,82.0,208.2000000000003
0.9,84.5999999999996,195.0
1.0,86.0,191.9999999999999
1.1,87.73333333333333,198.49999999999918
1.2000000000000002,85.31707317073175,191.40000000000018
1.3,99.95000000000012,187.0
1.4000000000000001,90.0,183.60000000000036
1.5,78.0,181.4000000000004
1.6,88.13333333333331,184.2000000000001
1.7000000000000002,86.59999999999994,191.1
1.8,85.40000000000006,199.09756097560953
1.9000000000000001,85.5999999999996,191.0
2.0,87.79999999999946,201.20000000000007
2.1,107.53333333333342,199.39999999999992
2.2,94.0,198.7333333333339
2.3000000000000003,105.0,194.6
2.4000000000000004,94.90000000000046,198.40000000000134
2.5,101.0,187.0
2.6,117.7999999999987,199.0
2.7,120.70000000000067,191.0
2.8000000000000003,104.00000000000166,203.0
2.9000000000000004,103.94999999999922,192.1999999999991
3.0,101.0,202.5000000000011
3.1,99.16666666666701,199.6000000000012
3.2,103.35000000000122,197.93333333333348
3.3000000000000003,104.90000000000066,200.20000000000044
3.4000000000000004,100.47499999999961,193.69999999999874
3.5,121.0,200.8999999999998
3.6,101.0,183.0
3.7,117.0,191.0
3.8000000000000003,113.0,191.0
3.9000000000000004,97.90243902439047,203.4000000000008
4.0,110.90000000000022,191.0
4.1000000000000005,98.14999999999964,187.59999999999866
4.2,98.8999999999998,193.4000000000026
4.3,90.70000000000006,204.2000000000006
4.4,86.0,195.0
4.5,90.8,183.0
4.6000000000000005,93.50000000000033,201.80000000000115
4.7,86.0,196.73333333333397
4.800000000000001,83.60000000000319,213.49999999999477
4.9,105.69999999999933,197.20000000000044
5.0,94.09999999999887,196.2
5.1000000000000005,86.0,199.0
5.2,70.0,203.0
5.300000000000001,78.0,190.99999999999912
5.4,82.99999999999956,192.9000000000007
5.5,67.52499999999871,189.7000000000014
5.6000000000000005,76.90000000000066,203.40000000000268
5.7,68.59999999999867,201.93333333333317
5.800000000000001,73.8000000000005,207.0
5.9,72.59999999999897,201.39999999999947
6.0,78.0,211.6000000000003
6.1000000000000005,64.79999999999849,206.500000000002
6.2,65.00000000000044,198.33333333333255
6.300000000000001,95.64999999999841,205.80000000000115
6.4,83.59999999999964,213.27500000000066
6.5,78.899999999998,206.40000000000134
6.6000000000000005,69.65853658537158,203.40000000000268
6.7,84.8,217.79999999999959
6.800000000000001,101.0,210.10000000000062
6.9,72.300000000002,193.89999999999938
7.0,86.0,195.0
7.1000000000000005,87.90000000000022,196.90000000000023
7.2,73.09999999999934,190.9000000000011
7.300000000000001,72.80000000000089,174.09999999999843
7.4,40.7000000000008,187.8
7.5,23.0,200.19999999999735
7.6000000000000005,2.3999999999991117,224.39999999999912
7.7,-10.249999999998334,210.6
7.800000000000001,-24.499999999998444,216.12499999999883
7.9,-35.0,184.00000000000134
8.0,-47.0,190.39999999999984
8.1,-74.09999999999974,195.0
8.200000000000001,-124.59999999999734,199.50000000000776
8.3,-112.19999999999823,179.0
8.4,-105.0,179.40000000000248
8.5,-53.97499999999828,183.0
8.6,-55.0,189.19999999999868
8.700000000000001,-35.199999999996,167.74999999999667
8.8,-10.09999999999889,181.22500000000306
8.9,-8.8,245.70000000000067
9.0,-6.699999999999911,244.40000000000072
